053	武勇の印章	Sigil of Valor
054	魂標ランタン	Soul-Guide Lantern
055	バネ葉の太鼓	Springleaf Drum
056	威圧の杖	Staff of Domination
057	隔離するタイタン	Sundering Titan
058	速足のブーツ	Swiftfoot Boots
059	弱者の剣	Sword of the Meek
060	アメジストのとげ	Thorn of Amethyst
061	巻き戻しの時計	Unwinding Clock
062	失われし夢の井戸	Well of Lost Dreams
063	ワームとぐろエンジン	Wurmcoil Engine
064	順応する自動機械(旧枠設計図)	Adaptive Automaton (Schematic)
065	霊気貯蔵器(旧枠設計図)	Aetherflux Reservoir (Schematic)
066	狂気の祭壇(旧枠設計図)	Altar of Dementia (Schematic)
067	アシュノッドの供犠台(旧枠設計図)	Ashnod's Altar (Schematic)
068	霊体のヤギ角(旧枠設計図)	Astral Cornucopia (Schematic)
069	再鍛の黒き剣(旧枠設計図)	Blackblade Reforged (Schematic)
070	骨の鋸(旧枠設計図)	Bone Saw (Schematic)
071	つややかな雄鹿(旧枠設計図)	Burnished Hart (Schematic)
072	かごの中の太陽(旧枠設計図)	Caged Sun (Schematic)
073	彩色の灯籠(旧枠設計図)	Chromatic Lantern (Schematic)
074	彩色の星(旧枠設計図)	Chromatic Star (Schematic)
075	雲の鍵(旧枠設計図)	Cloud Key (Schematic)
076	防御の光網(旧枠設計図)	Defense Grid (Schematic)
077	空虚への扉(旧枠設計図)	Door to Nothingness (Schematic)
078	他所のフラスコ(旧枠設計図)	Elsewhere Flask (Schematic)
079	鋳造所の検査官(旧枠設計図)	Foundry Inspector (Schematic)
080	金粉の水蓮(旧枠設計図)	Gilded Lotus (Schematic)
081	ゴブリンの放火砲(旧枠設計図)	Goblin Charbelcher (Schematic)
082	多勢の兜(旧枠設計図)	Helm of the Host (Schematic)
083	吠えたける鉱山(旧枠設計図)	Howling Mine (Schematic)
084	胆液の水源(旧枠設計図)	Ichor Wellspring (Schematic)
085	鼓舞する彫像(旧枠設計図)	Inspiring Statuary (Schematic)
086	象牙の塔(旧枠設計図)	Ivory Tower (Schematic)
087	ジェイラム秘本(旧枠設計図)	Jalum Tome (Schematic)
088	旅行者の凧(旧枠設計図)	Journeyer's Kite (Schematic)
089	号泣の石(旧枠設計図)	Keening Stone (Schematic)
090	街の鍵(旧枠設計図)	Key to the City (Schematic)
091	液鋼の塗膜(旧枠設計図)	Liquimetal Coating (Schematic)
092	磁石のゴーレム(旧枠設計図)	Lodestone Golem (Schematic)
093	精神迷わせの秘本(旧枠設計図)	Mazemind Tome (Schematic)
094	催眠の宝珠(旧枠設計図)	Mesmeric Orb (Schematic)
095	石臼(旧枠設計図)	Millstone (Schematic)
096	精神の眼(旧枠設計図)	Mind's Eye (Schematic)
097	ミシュラのガラクタ(旧枠設計図)	Mishra's Bauble (Schematic)
098	モックス・アンバー(旧枠設計図)	Mox Amber (Schematic)
099	神秘の炉(旧枠設計図)	Mystic Forge (Schematic)
100	羽ばたき飛行機械(旧枠設計図)	Ornithopter (Schematic)
101	危険な櫃(旧枠設計図)	Perilous Vault (Schematic)
102	ファイレクシアの処理装置(旧枠設計図)	Phyrexian Processor (Schematic)
103	ファイレクシアの破棄者(旧枠設計図)	Phyrexian Revoker (Schematic)
104	白金の天使(旧枠設計図)	Platinum Angel (Schematic)
105	先駆のゴーレム(旧枠設計図)	Precursor Golem (Schematic)
106	清純のタリスマン(旧枠設計図)	Pristine Talisman (Schematic)
107	精神の病を這うもの(旧枠設計図)	Psychosis Crawler (Schematic)
108	流転の護符(旧枠設計図)	Quicksilver Amulet (Schematic)
109	滅消の杭(旧枠設計図)	Quietus Spike (Schematic)
110	ドラゴン・エンジン、レイモス(旧枠設計図)	Ramos, Dragon Engine (Schematic)
111	ルーン唱えの長槍(旧枠設計図)	Runechanter's Pike (Schematic)
112	屑鉄さらい(旧枠設計図)	Scrap Trawler (Schematic)
113	彫り込み鋼(旧枠設計図)	Sculpting Steel (Schematic)
114	自己組立機械(旧枠設計図)	Self-Assembler (Schematic)
115	類似の金床(旧枠設計図)	Semblance Anvil (Schematic)
116	武勇の印章(旧枠設計図)	Sigil of Valor (Schematic)
117	魂標ランタン(旧枠設計図)	Soul-Guide Lantern (Schematic)
118	バネ葉の太鼓(旧枠設計図)	Springleaf Drum (Schematic)
119	威圧の杖(旧枠設計図)	Staff of Domination (Schematic)
120	隔離するタイタン(旧枠設計図)	Sundering Titan (Schematic)
121	速足のブーツ(旧枠設計図)	Swiftfoot Boots (Schematic)
122	弱者の剣(旧枠設計図)	Sword of the Meek (Schematic)
123	アメジストのとげ(旧枠設計図)	Thorn of Amethyst (Schematic)
124	巻き戻しの時計(旧枠設計図)	Unwinding Clock (Schematic)
125	失われし夢の井戸(旧枠設計図)	Well of Lost Dreams (Schematic)
126	ワームとぐろエンジン(旧枠設計図)	Wurmcoil Engine (Schematic)
