242	クローシスの地下墓地	Crosis's Catacombs
243	デアリガズのカルデラ	Darigaaz's Caldera
244	暗黒の深部	Dark Depths
245	漂う牧草地	Drifting Meadow
246	ドロマーの洞窟	Dromar's Cavern
247	宝石鉱山	Gemstone Mine
248	内陸の湾港	Hinterland Harbor
249	孤立した礼拝堂	Isolated Chapel
250	イス卿の迷路	Maze of Ith
251	ミシュラの工廠	Mishra's Factory
252	ナントゥーコの僧院	Nantuko Monastery
253	汚染されたぬかるみ	Polluted Mire
254	離れ島	Remote Isle
255	リースの木立ち	Rith's Grove
256	滑りやすいカルスト	Slippery Karst
257	薄煙の火口	Smoldering Crater
258	硫黄の滝	Sulfur Falls
259	堆石堤	Terminal Moraine
260	トリーヴァの廃墟	Treva's Ruins
261	森林の墓地	Woodland Cemetery
262		Divine Sacrament (Retro Frame)
263		Enlightened Tutor (Retro Frame)
264		Glory (Retro Frame)
265		Lieutenant Kirtar (Retro Frame)
266		Lyra Dawnbringer (Retro Frame)
267		Mesa Enchantress (Retro Frame)
268		Momentary Blink (Retro Frame)
269		Renewed Faith (Retro Frame)
270		Savannah Lions (Retro Frame)
271		Serra Angel (Retro Frame)
272		Serra Avatar (Retro Frame)
273		Sevinne's Reclamation (Retro Frame)
274		Spirit Link (Retro Frame)
275		Swords to Plowshares (Retro Frame)
276		Test of Endurance (Retro Frame)
277		Whitemane Lion (Retro Frame)
278		Windborn Muse (Retro Frame)
279		Wrath of God (Retro Frame)
280		Arcanis the Omnipotent (Retro Frame)
281		Counterspell (Retro Frame)
282		Denizen of the Deep (Retro Frame)
283		Fact or Fiction (Retro Frame)
284		Force of Will (Retro Frame)
285		Frantic Search (Retro Frame)
286		High Tide (Retro Frame)
287		Impulse (Retro Frame)
288		Mystic Remora (Retro Frame)
289		Mystical Tutor (Retro Frame)
290		Opposition (Retro Frame)
291		Ovinize (Retro Frame)
292		Peregrine Drake (Retro Frame)
293		Stroke of Genius (Retro Frame)
294		Time Stretch (Retro Frame)
295		Turnabout (Retro Frame)
296		Urza, Lord High Artificer (Retro Frame)
297		Vexing Sphinx (Retro Frame)
298		Body Snatcher (Retro Frame)
299		Chainer, Dementia Master (Retro Frame)
300		Chainer's Edict (Retro Frame)
301		Dark Withering (Retro Frame)
302		Dread Return (Retro Frame)
303		Duress (Retro Frame)
304		Entomb (Retro Frame)
305		Mindslicer (Retro Frame)
306		Nantuko Shade (Retro Frame)
307		Necrosavant (Retro Frame)
308		No Mercy (Retro Frame)
309		Oversold Cemetery (Retro Frame)
310		Royal Assassin (Retro Frame)
311		Street Wraith (Retro Frame)
312		Terror (Retro Frame)
313		Undead Gladiator (Retro Frame)
314		Vampiric Tutor (Retro Frame)
315		Yawgmoth, Thran Physician (Retro Frame)
316		Chain Lightning (Retro Frame)
317		Dragon Whelp (Retro Frame)
318		Empty the Warrens (Retro Frame)
319		Fireblast (Retro Frame)
320		Flametongue Kavu (Retro Frame)
321		Gamble (Retro Frame)
322		Gempalm Incinerator (Retro Frame)
323		Goblin Matron (Retro Frame)
324		Grim Lavamancer (Retro Frame)
325		Last Chance (Retro Frame)
326		Mogg War Marshal (Retro Frame)
327		Overmaster (Retro Frame)
328		Pashalik Mons (Retro Frame)
329		Shivan Dragon (Retro Frame)
330		Siege-Gang Commander (Retro Frame)
331		Sneak Attack (Retro Frame)
332		Sulfuric Vortex (Retro Frame)
333		Valduk, Keeper of the Flame (Retro Frame)
334		Worldgorger Dragon (Retro Frame)
335		Arboria (Retro Frame)
336		Birds of Paradise (Retro Frame)
337		Deadwood Treefolk (Retro Frame)
338		Elvish Spirit Guide (Retro Frame)
339		Exploration (Retro Frame)
340		Fa'adiyah Seer (Retro Frame)
341		Forgotten Ancient (Retro Frame)
342		Invigorating Boon (Retro Frame)
343		Jolrael, Mwonvuli Recluse (Retro Frame)
344		Kamahl, Fist of Krosa (Retro Frame)
345		Lull (Retro Frame)
346		Nature's Lore (Retro Frame)
347		Nut Collector (Retro Frame)
348		Saproling Symbiosis (Retro Frame)
349		Squirrel Nest (Retro Frame)
350		Sylvan Library (Retro Frame)
351		Wild Dogs (Retro Frame)
352		Wild Growth (Retro Frame)
353		Worldly Tutor (Retro Frame)
354		Absorb (Retro Frame)
355		Arcades Sabboth (Retro Frame)
356		Decimate (Retro Frame)
357		Dralnu's Crusade (Retro Frame)
358		Gerrard's Verdict (Retro Frame)
359		Hunting Grounds (Retro Frame)
360		Mystic Enforcer (Retro Frame)
361		Phantom Nishoba (Retro Frame)
362		Pyre Zombie (Retro Frame)
363		Quicksilver Dagger (Retro Frame)
364		Radha, Heir to Keld (Retro Frame)
365		Recoil (Retro Frame)
366		Rith, the Awakener (Retro Frame)
367		Sawtooth Loon (Retro Frame)
368		Sol'kanar the Swamp King (Retro Frame)
369		Spinal Embrace (Retro Frame)
370		Spiritmonger (Retro Frame)
371		Tatyova, Benthic Druid (Retro Frame)
372		Tiana, Ship's Caretaker (Retro Frame)
373		Xira Arien (Retro Frame)
374		Zur the Enchanter (Retro Frame)
375		Crawlspace (Retro Frame)
376		Cryptic Gateway (Retro Frame)
377		Damping Sphere (Retro Frame)
378		Gauntlet of Power (Retro Frame)
379		Helm of Awakening (Retro Frame)
380		Icy Manipulator (Retro Frame)
381		Jester's Cap (Retro Frame)
382		Juggernaut (Retro Frame)
383		Legacy Weapon (Retro Frame)
384		Lotus Blossom (Retro Frame)
385		Mind Stone (Retro Frame)
386		Ornithopter (Retro Frame)
387		Thran Golem (Retro Frame)
388		Tormod's Crypt (Retro Frame)
389		Triskelion (Retro Frame)
390		Umbilicus (Retro Frame)
391		Urza's Blueprints (Retro Frame)
392		Urza's Incubator (Retro Frame)
393		Clifftop Retreat (Retro Frame)
394		Dark Depths (Retro Frame)
395		Gemstone Mine (Retro Frame)
396		Hinterland Harbor (Retro Frame)
397		Isolated Chapel (Retro Frame)
398		Maze of Ith (Retro Frame)
399		Mishra's Factory (Retro Frame)
400		Sulfur Falls (Retro Frame)
401		Woodland Cemetery (Retro Frame)
402		Plains (402) (Retro Frame)
403		Plains (403) (Retro Frame)
404		Island (404) (Retro Frame)
405		Island (405) (Retro Frame)
406		Swamp (406) (Retro Frame)
407		Swamp (407) (Retro Frame)
408		Mountain (408) (Retro Frame)
409		Mountain (409) (Retro Frame)
410		Forest (410) (Retro Frame)
411		Forest (411) (Retro Frame)
412		Enlightened Tutor (Borderless)
413		Lyra Dawnbringer (Borderless)
414		Test of Endurance (Borderless)
415		Windborn Muse (Borderless)
416		Wrath of God (Borderless)
417		Denizen of the Deep (Borderless)
418		Force of Will (Borderless)
419		High Tide (Borderless)
420		Mystic Remora (Borderless)
421		Mystical Tutor (Borderless)
422		Time Stretch (Borderless)
423		Urza, Lord High Artificer (Borderless)
424		Chainer, Dementia Master (Borderless)
425		Chainer's Edict (Borderless)
426		Entomb (Borderless)
427		No Mercy (Borderless)
428		Oversold Cemetery (Borderless)
429		Street Wraith (Borderless)
430		Vampiric Tutor (Borderless)
431		Yawgmoth, Thran Physician (Borderless)
432		Flametongue Kavu (Borderless)
433		Gamble (Borderless)
434		Grim Lavamancer (Borderless)
435		Last Chance (Borderless)
436		Siege-Gang Commander (Borderless)
437		Worldgorger Dragon (Borderless)
438		Arboria (Borderless)
439		Birds of Paradise (Borderless)
440		Nut Collector (Borderless)
441		Sylvan Library (Borderless)
442		Worldly Tutor (Borderless)
443		Absorb (Borderless)
444		Decimate (Borderless)
445		Hunting Grounds (Borderless)
446		Radha, Heir to Keld (Borderless)
447		Gauntlet of Power (Borderless)
448		Helm of Awakening (Borderless)
449		Jester's Cap (Borderless)
450		Legacy Weapon (Borderless)
451		Lotus Blossom (Borderless)
452		Triskelion (Borderless)
453		Urza's Incubator (Borderless)
454		Dark Depths (Borderless)
455		Gemstone Mine (Borderless)
456		Maze of Ith (Borderless)
457		Counterspell
