Skyfisher Spider	0.05	0.28
Su-Chi Cave Guard	0.01	0.15
Recommission	0.01	0.43
Hulking Metamorph	0.01	0.27
Giant Cindermaw	0.02	0.23
Sarinth Steelseeker	0.01	0.24
Slagstone Refinery	0.04	0.24
Spectrum Sentinel	0.05	0.26
Construct Token (004)	0.1	
Combat Thresher	0.03	0.22
Dreams of Steel and Oil	0.01	0.21
Overwhelming Remorse	0.08	0.29
Transmogrant Altar	0.02	0.3
Blanchwood Armor	0.01	0.18
Arbalest Engineers	0.01	0.05
Meticulous Excavation	0.01	0.34
Spotter Thopter	0.01	0.04
Cradle Clearcutter	0.01	0.14
Evolving Wilds	0.02	0.16
Urza, Powerstone Prodigy	0.01	0.18
Repair and Recharge	0.02	0.16
Fallaji Archaeologist	0.02	0.21
No One Left Behind	0.01	0.18
Great Desert Prospector	0.01	0.13
Static Net	0.01	0.06
Stern Lesson	0.01	0.11
Thopter Mechanic	0.01	0.06
Zephyr Sentinel	0.02	0.15
Ashnod's Intervention	0.01	0.08
Corrupt	0.01	0.11
Disciples of Gix	0.01	0.08
Gruesome Realization	0.01	0.15
Gurgling Anointer	0.01	0.3
Ashnod's Harvester	0.01	0.09
Goblin Blast-Runner	0.01	0.17
Mishra, Excavation Prodigy	0.01	0.16
Fallaji Dragon Engine	0.01	0.05
Iron-Craw Crusher	0.01	0.06
Mask of the Jadecrafter	0.01	0.24
Rust Goliath	0.01	0.08
Evangel of Synthesis	0.01	0.12
Fallaji Vanguard	0.01	0.03
Junkyard Genius	0.01	0.07
Yotian Dissident	0.02	0.11
Levitating Statue	0.01	0.09
Steel Exemplar	0.01	0.25
Tocasia's Dig Site	0.01	0.15
Plains (268)	0.04	0.08
Island (270)	0.01	0.1
Swamp (272)	0.02	0.18
Forest (276)	0.02	0.13
Scatter Ray	0.01	0.07
Combat Courier	0.01	0.14
Gixian Infiltrator	0.04	0.26
Arms Race	0.01	0.11
Dwarven Forge-Chanter	0.01	0.17
Horned Stoneseeker	0.01	0.05
Blitz Automaton	0.01	0.03
Battery Bearer	0.01	0.07
Yotian Tactician	0.01	0.13
Energy Refractor	0.02	0.22
Mountain (275)	0.01	0.07
Forest (277)	0.01	0.08
Punch Card Token	0.01	
Helper Card	0.07	
Disenchant	0.01	0.09
Battlefield Butcher	0.01	0.04
Sardian Cliffstomper	0.01	0.09
Obstinate Baloth	0.01	0.08
Power Plant Worker	0.01	0.08
Reconstructed Thopter	0.01	0.07
Mountain (274)	0.03	0.06
Coastal Bulwark	0.01	0.04
Supply Drop	0.01	0.03
Swamp (273)	0.01	0.08
Island (271)	0.02	0.07
Loran, Disciple of History	0.01	0.15
Mass Production	0.01	0.03
Union of the Third Path	0.01	0.15
Take Flight	0.01	0.03
Heavyweight Demolisher	0.01	0.03
Giant Growth	0.01	0.06
Hero of the Dunes	0.01	0.11
Argivian Avenger	0.01	0.07
Curate	0.01	0.07
Emergency Weld	0.01	0.11
Whirling Strike	0.01	0.04
Blanchwood Prowler	0.01	0.06
Citanul Stalwart	0.01	0.08
Machine Over Matter	0.01	0.09
The Fall of Kroog	0.01	0.05
Veteran's Powerblade	0.01	0.07
Dredging Claw	0.01	0.04
Excavation Explosion	0.01	0.07
Tower Worker	0.01	0.09
Plains (269)	0.01	0.08
Splitting the Powerstone	0.01	0.06
Pyrrhic Blast	0.01	0.05
Alloy Animist	0.01	0.03
Goblin Firebomb	0.01	0.05
Scrapwork Rager	0.01	0.05
Ambush Paratrooper	0.01	0.03
Powerstone Engineer	0.01	0.2
Survivor of Korlis	0.01	0.03
Thopter Architect	0.01	0.06
Yotian Medic	0.01	0.02
Scrapwork Cohort	0.01	0.02
Tocasia's Onulet	0.01	0.02
Keeper of the Cadence	0.01	0.03
Mightstone's Animation	0.01	0.05
Third Path Savant	0.01	0.02
Urza's Rebuff	0.01	0.08
Depth Charge Colossus	0.01	0.04
Disfigure	0.01	0.02
Gix's Caress	0.01	0.06
Powerstone Fracture	0.01	0.03
Clay Revenant	0.01	0.05
Mishra's Domination	0.01	0.02
Mishra's Onslaught	0.01	0.04
Raze to the Ground	0.01	0.02
Sibling Rivalry	0.01	0.04
Mishra's Juggernaut	0.01	0.02
Argothian Opportunist	0.01	0.04
Argothian Sprite	0.01	0.02
Epic Confrontation	0.01	0.02
Fallaji Excavation	0.01	0.04
Fog of War	0.01	0.05
Gaea's Courser	0.01	0.03
Tawnos's Tinkering	0.01	0.03
Mine Worker	0.01	0.25
Aeronaut Cavalry	0.01	0.04
Airlift Chaplain	0.01	0.05
Military Discipline	0.01	0.05
Phalanx Vanguard	0.01	0.03
Prison Sentence	0.01	0.07
Air Marshal	0.01	0.03
Desynchronize	0.01	0.03
Involuntary Cooldown	0.01	0.04
Weakstone's Subjugation	0.01	0.04
Wing Commando	0.01	0.03
Gixian Skullflayer	0.01	0.06
Kill-Zone Acrobat	0.01	0.02
Moment of Defiance	0.01	0.02
Ravenous Gigamole	0.01	0.03
Thraxodemon	0.01	0.04
Trench Stalker	0.01	0.02
Goring Warplow	0.01	0.09
Conscripted Infantry	0.01	0.01
Penregon Strongbull	0.01	0.03
Roc Hunter	0.01	0.02
Tomakul Scrapsmith	0.01	0.01
Burrowing Razormaw	0.01	0.02
Hoarding Recluse	0.01	0.04
Shoot Down	0.01	0.06
Boulderbranch Golem	0.01	0.09
Aeronaut's Wings	0.01	0.03
Stone Retrieval Unit	0.01	0.06
Swiftgear Drake	0.01	0.02
Powerstone Token	0.01	
Lat-Nam Adept	0.01	0.03
Fallaji Chaindancer	0.01	0.02
Wasteful Harvest	0.01	0.05
Deadly Riposte	0.01	0.04
Warlord's Elite	0.01	0.02
Koilos Roc	0.01	0.02
Retrieval Agent	0.01	0.02
Carrion Locust	0.01	0.04
Unleash Shell	0.01	0.01
Gnarlroot Pallbearer	0.01	0.02
Tomakul Honor Guard	0.01	0.01
Powerstone // Soldier (008) Double-sided Token		0.14
Powerstone // Elemental Double-sided Token		0.14
Powerstone // Spirit Double-sided Token		0.13
Powerstone // Zombie Double-sided Token		0.13
Powerstone // Thopter Double-sided Token		0.12
Perimeter Patrol	0.01	0.01
Powerstone // Bear Double-sided Token		0.1
Powerstone // Golem Double-sided Token		0.1
Powerstone // Construct (004) Double-sided Token		0.07
Powerstone // Soldier (009) Double-sided Token		0.06
Powerstone // Emblem - Saheeli, Filigree Master Double-sided Token		0.06
		
		
