Stroke of Genius (Retro Frame)	0.08	0.74
Mindslicer (Retro Frame)	0.1	0.78
Triskelion (Borderless)	0.08	0.7
Tatyova, Benthic Druid	0.09	0.31
Siege-Gang Commander (Borderless)	0.1	0.61
Tatyova, Benthic Druid (Retro Frame)	0.1	2.73
Jester's Cap	0.13	0.23
Lotus Blossom	0.15	0.29
High Tide (Retro Frame)	0.08	3.8
Royal Assassin (Retro Frame)	0.09	0.93
Sulfuric Vortex (Retro Frame)	0.08	0.57
Island (404) (Retro Frame)	0.1	2.44
High Tide	0.07	0.43
Lotus Blossom (Retro Frame)	0.1	0.46
Stroke of Genius	0.15	0.26
Sulfuric Vortex	0.12	0.22
Forgotten Ancient	0.1	0.29
Damping Sphere	0.04	0.35
Chain Lightning (Retro Frame)	0.08	1.04
Jester's Cap (Retro Frame)	0.15	0.52
Windborn Muse	0.19	0.22
Saproling Symbiosis	0.1	0.32
Dread Return (Retro Frame)	0.15	1.91
Elephant // Sheep Double-sided Token		0.39
Zombie // Cat (008) Double-sided Token		0.39
Insect // Construct Double-sided Token		0.38
Zombie // Bird Double-sided Token		0.38
Zur the Enchanter (Retro Frame)	0.08	0.73
Divine Sacrament	0.05	0.22
Chain Lightning	0.04	0.34
Windborn Muse (Retro Frame)	0.08	0.29
Insect // Cat (003) Double-sided Token		0.37
Siege-Gang Commander	0.1	0.25
Zur the Enchanter	0.09	0.27
Arcanis the Omnipotent	0.05	0.3
Street Wraith (Retro Frame)	0.01	0.47
Grim Lavamancer (Retro Frame)	0.04	0.6
Decimate (Retro Frame)	0.1	0.3
Denizen of the Deep (Borderless)	0.05	0.42
Peregrine Drake (Retro Frame)	0.02	0.42
Turnabout (Retro Frame)	0.1	2.7
Tormod's Crypt (Retro Frame)	0.14	1.65
Elephant // Squirrel Double-sided Token		0.34
Zombie // Griffin Double-sided Token		0.34
Mountain (409) (Retro Frame)	0.1	1.52
Jolrael, Mwonvuli Recluse	0.02	0.15
Zombie // Elemental Double-sided Token		0.32
Saproling Token	0.1	
Glory	0.05	0.22
Lieutenant Kirtar	0.03	0.18
Frantic Search	0.07	0.24
Nantuko Shade	0.01	0.14
Grim Lavamancer	0.04	0.18
Wild Growth	0.05	0.29
Rith, the Awakener	0.07	0.2
Mind Stone	0.11	0.25
Triskelion	0.05	0.21
Glory (Retro Frame)	0.07	0.32
Mesa Enchantress (Retro Frame)	0.15	1.05
Arcanis the Omnipotent (Retro Frame)	0.1	0.43
Body Snatcher (Retro Frame)	0.04	0.38
Gempalm Incinerator (Retro Frame)	0.04	0.57
Shivan Dragon (Retro Frame)	0.08	0.44
Siege-Gang Commander (Retro Frame)	0.07	0.47
Forgotten Ancient (Retro Frame)	0.03	0.63
Saproling Symbiosis (Retro Frame)	0.03	0.41
Arcades Sabboth (Retro Frame)	0.05	0.33
Phantom Nishoba (Retro Frame)	0.04	0.23
Rith, the Awakener (Retro Frame)	0.04	0.4
Triskelion (Retro Frame)	0.05	0.46
Umbilicus (Retro Frame)	0.02	0.24
Forest (410) (Retro Frame)	0.1	1.04
Swamp (407) (Retro Frame)	0.06	1.34
Plains (403) (Retro Frame)	0.13	0.97
Mesa Enchantress	0.07	0.24
Fireblast	0.05	0.34
Divine Sacrament (Retro Frame)	0.1	0.31
Jolrael, Mwonvuli Recluse (Retro Frame)	0.03	0.49
Elephant // Saproling Double-sided Token		0.29
Insect // Elemental Double-sided Token		0.29
Turnabout	0.1	0.43
Dread Return	0.07	0.23
Fact or Fiction (Retro Frame)	0.07	1.52
Denizen of the Deep	0.02	0.11
Arcades Sabboth	0.03	0.17
Xira Arien (Retro Frame)	0.05	0.43
Goblin // Cat (008) Double-sided Token		0.27
Goblin // Saproling Double-sided Token		0.27
Zombie // Construct Double-sided Token		0.27
Body Snatcher	0.05	0.18
Spinal Embrace (Retro Frame)	0.04	0.16
Urza's Blueprints (Retro Frame)	0.05	0.17
Cloud of Faeries	0.01	0.21
Fact or Fiction	0.07	0.23
Peregrine Drake	0.05	0.19
Vexing Sphinx	0.01	0.18
Street Wraith	0.01	0.21
Gempalm Incinerator	0.01	0.08
Goblin Matron	0.01	0.16
Shivan Dragon	0.04	0.19
Skirk Prospector	0.01	0.13
Squirrel Nest	0.02	0.17
Phantom Nishoba	0.03	0.13
Pyre Zombie	0.03	0.14
Sol'kanar the Swamp King	0.02	0.24
Spinal Embrace	0.03	0.11
Xira Arien	0.01	0.18
Fire // Ice	0.02	0.21
Life // Death	0.02	0.23
Tormod's Crypt	0.08	0.29
Umbilicus	0.07	0.12
Urza's Blueprints	0.03	0.11
Wall of Junk	0.01	0.13
Crosis's Catacombs	0.03	0.25
Darigaaz's Caldera	0.05	0.2
Dromar's Cavern	0.05	0.19
Mishra's Factory	0.01	0.11
Rith's Grove	0.05	0.19
Treva's Ruins	0.09	0.21
Lieutenant Kirtar (Retro Frame)	0.02	0.27
Serra Angel (Retro Frame)	0.04	0.35
Denizen of the Deep (Retro Frame)	0.04	0.17
Frantic Search (Retro Frame)	0.01	0.48
Impulse (Retro Frame)	0.02	0.72
Vexing Sphinx (Retro Frame)	0.01	0.17
Dark Withering (Retro Frame)	0.03	0.25
Duress (Retro Frame)	0.01	0.4
Nantuko Shade (Retro Frame)	0.03	0.3
Undead Gladiator (Retro Frame)	0.01	0.26
Dragon Whelp (Retro Frame)	0.01	0.22
Goblin Matron (Retro Frame)	0.01	0.58
Mogg War Marshal (Retro Frame)	0.01	0.26
Valduk, Keeper of the Flame (Retro Frame)	0.03	0.37
Deadwood Treefolk (Retro Frame)	0.03	0.21
Squirrel Nest (Retro Frame)	0.01	0.45
Wild Growth (Retro Frame)	0.05	0.86
Dralnu's Crusade (Retro Frame)	0.02	0.36
Mystic Enforcer (Retro Frame)	0.04	0.22
Pyre Zombie (Retro Frame)	0.02	0.19
Recoil (Retro Frame)	0.05	0.26
Sol'kanar the Swamp King (Retro Frame)	0.04	0.33
Spiritmonger (Retro Frame)	0.05	0.5
Icy Manipulator (Retro Frame)	0.03	0.27
Mind Stone (Retro Frame)	0.01	0.69
Mishra's Factory (Retro Frame)	0.04	0.96
Plains (402) (Retro Frame)	0.04	0.47
Mountain (408) (Retro Frame)	0.03	0.61
Flametongue Kavu (Borderless)	0.05	0.51
Radha, Heir to Keld (Borderless)	0.08	0.45
Island (405) (Retro Frame)	0.06	0.64
Forest (411) (Retro Frame)	0.05	0.52
Elemental Token	0.01	
Impulse	0.01	0.14
Millikin	0.02	0.13
Swamp (406) (Retro)	0.05	0.43
Empty the Warrens (Retro Frame)	0.01	0.28
Quicksilver Dagger (Retro Frame)	0.03	0.21
Radha, Heir to Keld (Retro Frame)	0.03	0.37
Tiana, Ship's Caretaker (Retro Frame)	0.05	0.36
Insect Token	0.02	
Insect // Squirrel Double-sided Token		0.23
Goblin // Squirrel Double-sided Token		0.23
Zombie // Saproling Double-sided Token		0.23
Battle Screech	0.01	0.09
Circular Logic	0.01	0.16
Flametongue Kavu (Retro Frame)	0.03	0.46
Goblin // Construct Double-sided Token		0.23
Elephant // Cat (008) Double-sided Token		0.22
Goblin // Elemental Double-sided Token		0.22
Squirrel Token	0.04	
Insect // Griffin Double-sided Token		0.22
Zombie Token	0.05	
Grapeshot	0.02	0.13
Invigorating Boon (Retro Frame)	0.01	0.23
Gerrard's Verdict (Retro Frame)	0.05	0.36
Sawtooth Loon (Retro Frame)	0.01	0.17
Thran Golem (Retro Frame)	0.02	0.24
Terravore	0.01	0.07
Cat (008) Token	0.01	
Congregate	0.01	0.12
Griffin Guide	0.01	0.11
Improvised Armor	0.01	0.12
Serra Angel	0.01	0.11
Spectral Lynx	0.01	0.13
Spirit Link	0.01	0.1
Confiscate	0.01	0.16
Deep Analysis	0.01	0.09
Floodgate	0.01	0.15
Thieving Magpie	0.01	0.2
Duress	0.01	0.05
Faceless Butcher	0.01	0.11
Nightscape Familiar	0.01	0.16
Phyrexian Scuta	0.01	0.07
Zombie Infestation	0.01	0.18
Empty the Warrens	0.01	0.1
Flametongue Kavu	0.01	0.11
Lightning Rift	0.01	0.1
Mogg War Marshal	0.01	0.12
Slice and Dice	0.01	0.08
Storm Entity	0.01	0.15
Valduk, Keeper of the Flame	0.01	0.09
Call of the Herd	0.01	0.12
Gamekeeper	0.01	0.12
Krosan Restorer	0.01	0.08
Dralnu's Crusade	0.01	0.08
Gerrard's Verdict	0.01	0.06
Quicksilver Dagger	0.01	0.08
Radha, Heir to Keld	0.01	0.13
Recoil	0.01	0.19
Spiritmonger	0.01	0.09
Tiana, Ship's Caretaker	0.01	0.23
Stand // Deliver	0.01	0.13
Spite // Malice	0.01	0.11
Wax // Wane	0.01	0.12
Night // Day	0.01	0.05
Dodecapod	0.01	0.07
Dragon Blood	0.01	0.12
Icy Manipulator	0.01	0.13
Ornithopter	0.01	0.15
Thran Golem	0.01	0.1
Terminal Moraine	0.01	0.11
Momentary Blink (Retro Frame)	0.01	0.2
Savannah Lions (Retro Frame)	0.01	0.17
Spirit Link (Retro Frame)	0.01	0.25
Necrosavant (Retro Frame)	0.01	0.24
Terror (Retro Frame)	0.01	0.21
Wild Dogs (Retro Frame)	0.01	0.14
Juggernaut (Retro Frame)	0.01	0.11
Ornithopter (Retro Frame)	0.01	0.21
Bird Token	0.01	
Sheep Token	0.01	
Insect // Bird Double-sided Token		0.2
Griffin Token	0.01	
Goblin Token	0.04	
Goblin // Sheep Double-sided Token		0.19
Zombie // Squirrel Double-sided Token		0.19
Obsessive Search	0.01	0.08
Dark Withering	0.01	0.05
Flesh Reaver	0.01	0.17
Undead Gladiator	0.01	0.16
Dragon Whelp	0.01	0.11
Invigorating Boon	0.01	0.08
Mystic Enforcer	0.01	0.08
Pain // Suffering	0.01	0.08
Nantuko Monastery	0.01	0.09
Whitemane Lion (Retro Frame)	0.01	0.2
Ovinize (Retro Frame)	0.01	0.17
Lull (Retro Frame)	0.01	0.1
Cat (003) Token	0.01	
Elephant Token	0.02	
Auramancer	0.01	0.1
Whitemane Lion	0.01	0.07
Aven Fateshaper	0.01	0.09
Deadapult	0.01	0.13
Fa'adiyah Seer	0.01	0.05
Sawtooth Loon	0.01	0.07
Assault // Battery	0.01	0.12
Order // Chaos	0.01	0.12
Illusion // Reality	0.01	0.09
Slippery Karst	0.01	0.13
Necrosavant	0.01	0.08
Voice of All	0.01	0.08
Deadwood Treefolk	0.01	0.08
Seton's Desire	0.01	0.07
Werebear	0.01	0.09
Smoldering Crater	0.01	0.11
Renewed Faith (Retro Frame)	0.01	0.14
Cleric of the Forward Order	0.01	0.05
Icatian Javelineers	0.01	0.04
Kjeldoran Gargoyle	0.01	0.1
Momentary Blink	0.01	0.04
Mystic Zealot	0.01	0.03
Nomad Decoy	0.01	0.09
Pacifism	0.01	0.1
Phantom Flock	0.01	0.05
Radiant's Judgment	0.01	0.07
Savannah Lions	0.01	0.1
Sun Clasp	0.01	0.05
Hermetic Study	0.01	0.09
Horseshoe Crab	0.01	0.07
Ovinize	0.01	0.1
Ovinomancer	0.01	0.1
Wormfang Drake	0.01	0.12
Cackling Fiend	0.01	0.05
Evil Eye of Orms-by-Gore	0.01	0.07
Goblin Turncoat	0.01	0.05
Howl from Beyond	0.01	0.1
Hyalopterous Lemure	0.01	0.07
Phyrexian Debaser	0.01	0.03
Phyrexian Ghoul	0.01	0.06
Phyrexian Rager	0.01	0.05
Terror	0.01	0.07
Avarax	0.01	0.03
Coal Stoker	0.01	0.05
Goblin Medics	0.01	0.06
Lightning Reflexes	0.01	0.26
Ridgetop Raptor	0.01	0.05
Solar Blast	0.01	0.06
Spark Spray	0.01	0.1
Subterranean Scout	0.01	0.11
Battlefield Scrounger	0.01	0.06
Break Asunder	0.01	0.05
Elvish Aberration	0.01	0.07
Emerald Charm	0.01	0.13
Lull	0.01	0.13
Penumbra Bobcat	0.01	0.11
Sandstorm	0.01	0.1
Symbiotic Beast	0.01	0.06
Wild Dogs	0.01	0.04
Dragon Engine	0.01	0.07
Jalum Tome	0.01	0.07
Juggernaut	0.01	0.05
Drifting Meadow	0.01	0.15
Polluted Mire	0.01	0.12
Remote Isle	0.01	0.11
Fa'adiyah Seer (Retro Frame)	0.01	0.16
Insect // Sheep Double-sided Token		0.15
Vigilant Sentry	0.01	0.04
Aquamoeba	0.01	0.04
Glintwing Invoker	0.01	0.04
Man-o'-War	0.01	0.07
Ichor Slick	0.01	0.05
Wretched Anurid	0.01	0.09
Ember Beast	0.01	0.03
Macetail Hystrodon	0.01	0.03
Giant Spider	0.01	0.03
Primal Boost	0.01	0.06
Stonewood Invoker	0.01	0.04
Goblin // Bird Double-sided Token		0.14
Goblin // Cat (003) Double-sided Token		0.14
Orim's Thunder	0.01	0.04
Remedy	0.01	0.08
Festering Goblin	0.01	0.09
Urborg Syphon-Mage	0.01	0.09
Kavu Primarch	0.01	0.06
Elephant // Cat (003) Double-sided Token		0.13
Goblin // Griffin Double-sided Token		0.13
Renewed Faith	0.01	0.07
Aven Fisher	0.01	0.05
Leaden Fists	0.01	0.03
Twisted Experiment	0.01	0.06
Elephant // Bird Double-sided Token		0.12
Veiled Serpent	0.01	0.09
Urborg Uprising	0.01	0.06
Suq'Ata Lancer	0.01	0.07
Zombie // Sheep Double-sided Token		0.11
Insect // Cat (008) Double-sided Token		0.1
Undying Rage	0.01	0.07
Elephant // Griffin Double-sided Token		0.09
Elephant // Elemental Double-sided Token		0.05
		
		
